PLANT_CODE,UTILITY_NAME,PLANT_NAME,STATE,COUNTY,STATE_COUNTY,LAT,LONG,STATUS,TECHNOLOGY,TOTAL_MW,OP2010,OP2011,OP2012,OP2013,OP2014,OP2015,OP2016,OP2017
57765,Main Street Power,Arizona Western College PV,AZ,Yuma,AZ_Yuma,32.68780000000,-114.49610000000,OP,Solar Photovoltaic,4.70000000000,N,Y,Y,Y,Y,Y,Y,Y
58090,KDC Solar O&M LLC,Middlesex Apple Orchard Solar,NJ,Middlesex,NJ_Middlesex,40.42640000000,-74.49220000000,OP,Solar Photovoltaic,4.70000000000,N,N,N,Y,Y,Y,Y,Y
58270,"Ahana Renewables, LLC",Acushnet AD Makepeace,MA,Plymouth,MA_Plymouth,41.79890000000,-70.74360000000,OP,Solar Photovoltaic,4.70000000000,N,N,Y,Y,Y,Y,Y,Y
60875,Green Mountain Power Corp,GMP Solar - Williston,VT,Chittenden,VT_Chittenden,44.46550000000,-73.10320000000,OP,Solar Photovoltaic,4.70000000000,N,N,N,N,N,N,Y,Y
61315,"Golden Hills Solar, LLC",Golden Hills Solar,MA,Worcester,MA_Worcester,42.40000000000,-72.00000000000,OP,Solar Photovoltaic,4.70000000000,N,N,N,N,N,N,N,Y
58010,Siemens Government Technologies Inc,WSMR I,NM,Dona Ana,NM_Dona Ana,32.39580000000,-106.47720000000,OP,Solar Photovoltaic,4.60000000000,N,Y,Y,Y,Y,Y,Y,Y
59853,Indiana Michigan Power Co,Watervliet PV,MI,Berrien,MI_Berrien,42.19000000000,-86.23000000000,OP,Solar Photovoltaic,4.60000000000,N,N,N,N,N,N,Y,Y
60075,"Fisher Road Solar I, LLC",Fisher Road Solar,MA,Bristol,MA_Bristol,41.59330000000,-71.01810000000,OP,Solar Photovoltaic,4.60000000000,N,N,N,N,N,Y,Y,Y
60854,"Bird Machine Solar Farm, LLC",Bird Machine Solar Farm,MA,Norfolk,MA_Norfolk,42.10960000000,-71.26670000000,OP,Solar Photovoltaic,4.60000000000,N,N,N,N,N,N,N,Y
57795,RE Ajo 1 LLC,RE Ajo 1 LLC,AZ,Pima,AZ_Pima,32.36700000000,-112.83140000000,OP,Solar Photovoltaic,4.50000000000,N,Y,Y,Y,Y,Y,Y,Y
58171,Tucson Electric Power Co,Prairie Fire,AZ,Pima,AZ_Pima,32.11640000000,-110.82000000000,OP,Solar Photovoltaic,4.50000000000,N,N,Y,Y,Y,Y,Y,Y
58584,Trustees of Princeton University,Princeton University Cogeneration,NJ,Mercer,NJ_Mercer,40.34140000000,-74.65720000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,Y,Y,Y,Y,Y
58745,Sophie Solar LLC,Sophie Solar,NC,Cleveland,NC_Cleveland,35.30500000000,-81.69690000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,Y,Y
58840,"SRE Utility Solar 1, LLC","Kenansville Solar Farm, LLC",NC,Duplin,NC_Duplin,34.97000000000,-77.97610000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,Y,Y,Y,Y
59085,"EDF Renewable Asset Holdings, Inc.",Lepomis PV Energy LLC,MA,Plymouth,MA_Plymouth,41.85720000000,-70.55830000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,Y,Y,Y,Y
59140,"EDF Renewable Asset Holdings, Inc.",EDF Lancaster,MA,Worcester,MA_Worcester,42.52920000000,-71.66530000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,Y,Y,Y,Y
59203,Sequoia PV 1 LLC,Farmersville,CA,Tulare,CA_Tulare,36.19000000000,-119.12000000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,Y,Y,Y,Y
59927,Citizens Enterprises Corporation,Hunt Road Solar,MA,Essex,MA_Essex,42.82980000000,-70.96020000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,Y,Y
60048,TWE Chocowinity Solar,"TWE Chocowinity Solar, LLC",NC,Beaufort,NC_Beaufort,35.50170000000,-77.10560000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,Y,Y,Y
60231,Tesla Inc.,Genentech-Oceanside,CA,San Diego,CA_San Diego,33.21110000000,-117.29960000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,Y,Y
60333,Cypress Creek Renewables,"Railroad Solar Center, LLC",OR,Malheur,OR_Malheur,43.99800000000,-117.10120000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,Y,Y
60525,"Enel Green Power NA, Inc.",Hastings Solar,MN,Dakota,MN_Dakota,44.75930000000,-92.82490000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,Y,Y
60526,"Enel Green Power NA, Inc.",Lake Emily Solar,MN,Nicollet,MN_Nicollet,44.32040000000,-93.90320000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,Y,Y
60727,Marina Energy LLC,East Orange Solar,NJ,Essex,NJ_Essex,40.74760000000,-74.33580000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,Y,Y
60739,Marina Energy LLC,DSM Solar,NJ,Warren,NJ_Warren,40.84370000000,-75.06520000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,Y,Y
60799,"Iron Horse Solar 4, LLC","Iron Horse Solar 4, LLC",MA,Middlesex,MA_Middlesex,42.58000000000,-71.26030000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,N,Y
60906,"Mt. Tom Solar, LLC",Mt. Tom Solar Project,MA,Hampden,MA_Hampden,42.26860000000,-72.60300000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,N,Y
61178,Capella Community Solar,Capella Community Solar,MN,Pipestone,MN_Pipestone,44.09010000000,-96.16120000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,N,Y
61181,Andromeda Community Solar,Andromeda Community Solar,MN,McLeod,MN_McLeod,44.90190000000,-94.03160000000,OP,Solar Photovoltaic,4.50000000000,N,N,N,N,N,N,N,Y
58131,"Outback Solar, LLC",Outback Solar At Christmas Valley,OR,Lake,OR_Lake,43.23690000000,-120.49000000000,OP,Solar Photovoltaic,4.40000000000,N,N,Y,Y,Y,Y,Y,Y
58716,OCI Solar Power,"OCI Alamo 2, LLC",TX,Bexar,TX_Bexar,29.46940000000,-98.33190000000,OP,Solar Photovoltaic,4.40000000000,N,N,N,N,Y,Y,Y,Y
59636,"Charlton Solar I, LLC",Charlton Solar I,MA,Worcester,MA_Worcester,42.12750000000,-71.99640000000,OP,Solar Photovoltaic,4.40000000000,N,N,N,N,Y,Y,Y,Y
60065,"Federal Road Solar 1, LLC","Federal Road Solar 1, LLC",MA,Plymouth,MA_Plymouth,41.80690000000,-70.72570000000,OP,Solar Photovoltaic,4.40000000000,N,N,N,N,N,Y,Y,Y
60265,NJR Clean Energy Ventures Corporation,Junction Road,NJ,Hunterdon,NJ_Hunterdon,40.52370000000,-74.84340000000,OP,Solar Photovoltaic,4.40000000000,N,N,N,N,N,N,Y,Y
60603,"UNS Electric, Inc",Jacobson 5 MW Solar,AZ,Mohave,AZ_Mohave,35.30450000000,-114.01180000000,OP,Solar Photovoltaic,4.40000000000,N,N,N,N,N,N,N,Y
57660,NJR Clean Energy Ventures Corporation,Vineland Mays Landing Solar,NJ,Cumberland,NJ_Cumberland,39.41750000000,-74.97390000000,OP,Solar Photovoltaic,4.30000000000,N,Y,Y,Y,Y,Y,Y,Y
59551,"Sustainable Power Group, LLC","FLS Solar 200, LLC",NC,Robeson,NC_Robeson,34.58190000000,-78.94000000000,OP,Solar Photovoltaic,4.30000000000,N,N,N,N,Y,Y,Y,Y
59780,"BWC Origination 4, LLC",New Bedford (MA) Plymouth,MA,Plymouth,MA_Plymouth,41.92540000000,-70.64900000000,OP,Solar Photovoltaic,4.30000000000,N,N,N,N,Y,Y,Y,Y
60995,San Diego Gas & Electric Co,Ramona Solar Energy,CA,San Diego,CA_San Diego,33.01850000000,-116.86070000000,OP,Solar Photovoltaic,4.30000000000,N,N,N,N,N,N,N,Y
61518,"301 Chestnut Solar NG, LLC",301 Chestnut Solar NG,MA,Hampden,MA_Hampden,42.05520000000,-72.52180000000,OP,Solar Photovoltaic,4.30000000000,N,N,N,N,N,N,N,Y
58357,KDC Solar O&M LLC,Amazon,NJ,Middlesex,NJ_Middlesex,40.56640000000,-74.22140000000,OP,Solar Photovoltaic,4.20000000000,N,N,Y,Y,Y,Y,Y,Y
58431,UT West Tennessee Solar Farm,West Tennessee Solar Farm,TN,Haywood,TN_Haywood,35.40860000000,-89.38750000000,OP,Solar Photovoltaic,4.20000000000,N,N,Y,Y,Y,Y,Y,Y
61550,NRG DG Haverhill LLC,NRG DG Haverhill,MA,Essex,MA_Essex,42.81700000000,-71.11680000000,OP,Solar Photovoltaic,4.20000000000,N,N,N,N,N,N,N,Y
61555,NRG DG Crystal Spring LLC,NRG DG Crystal Spring,MA,Plymouth,MA_Plymouth,41.67980000000,-70.49530000000,OP,Solar Photovoltaic,4.20000000000,N,N,N,N,N,N,N,Y
57647,"Constellation Solar New Jersey II, LLC","Toys R Us- DE, Inc. at Mt. Olive, NJ",NJ,Morris,NJ_Morris,40.81890000000,-74.71860000000,OP,Solar Photovoltaic,4.10000000000,N,Y,Y,Y,Y,Y,Y,Y
57815,Janssen Pharmaceutical Co,Titusville Solar,NJ,Mercer,NJ_Mercer,40.29280000000,-74.84720000000,OP,Solar Photovoltaic,4.10000000000,N,Y,Y,Y,Y,Y,Y,Y
58358,KDC Solar O&M LLC,North Jersey Media Group Solar Facility,NJ,Morris,NJ_Morris,40.92420000000,-74.49470000000,OP,Solar Photovoltaic,4.10000000000,N,N,N,Y,Y,Y,Y,Y
60930,"Dublin Solar I, LLC",Dublin Solar I,GA,Laurens,GA_Laurens,32.58100000000,-82.92600000000,OP,Solar Photovoltaic,4.10000000000,N,N,N,N,N,N,Y,Y
61247,"ACE-Stanton A, LLC",ACE-Stanton A PV,FL,Orange,FL_Orange,28.48450000000,-81.17410000000,OP,Solar Photovoltaic,4.10000000000,N,N,N,N,N,N,N,Y
61326,Pine Gate Renewables,Cameron Solar II,SC,Calhoun,SC_Calhoun,33.56700000000,-80.69900000000,OP,Solar Photovoltaic,4.10000000000,N,N,N,N,N,N,N,Y
61460,"IGS ORIX Solar I, LLC",IOS - MEW Phase 1,ME,Somerset,ME_Somerset,44.80400000000,-69.83800000000,OP,Solar Photovoltaic,4.10000000000,N,N,N,N,N,N,N,Y
57722,Solar Power Inc.,North Palm Springs 4A,CA,Riverside,CA_Riverside,33.90970000000,-116.56250000000,OP,Solar Photovoltaic,4.00000000000,N,Y,Y,Y,Y,Y,Y,Y
57723,"Constellation Solar New Jersey II, LLC","Johnson Matthey, Inc. Solar",NJ,Gloucester,NJ_Gloucester,39.82530000000,-75.21970000000,OP,Solar Photovoltaic,4.00000000000,N,Y,Y,Y,Y,Y,Y,Y
58275,"First Wind O&M, LLC",Mass Midstate Solar 3,MA,Worcester,MA_Worcester,42.21970000000,-71.87860000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,Y,Y,Y,Y
58308,Tulare PV I LLC,Lindsay Solar,CA,Tulare,CA_Tulare,36.21190000000,-119.13390000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,Y,Y,Y,Y
58312,Warrenton Farm LLC,Warrenton Farm,NC,Warren,NC_Warren,36.41500000000,-78.17110000000,OP,Solar Photovoltaic,4.00000000000,N,N,Y,Y,Y,Y,Y,Y
58314,Belwood Farm LLC,Belwood Farm,NC,Cleveland,NC_Cleveland,35.47000000000,-81.50830000000,OP,Solar Photovoltaic,4.00000000000,N,N,Y,Y,Y,Y,Y,Y
58447,CD US Solar MT 2 LLC,Arrache 8083,CA,Los Angeles,CA_Los Angeles,34.64780000000,-118.06110000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,Y,Y,Y,Y,Y
58449,CD US Solar MT 2 LLC,Rutan,CA,Los Angeles,CA_Los Angeles,34.64390000000,-118.16310000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,Y,Y,Y,Y
58453,Dixon Dairy Road,Dixon Dairy Road Solar,NC,Cleveland,NC_Cleveland,35.19920000000,-81.41080000000,OP,Solar Photovoltaic,4.00000000000,N,N,Y,Y,Y,Y,Y,Y
58473,Delaware Electric Cooperative,Bruce A Henry Solar Farm,DE,Sussex,DE_Sussex,38.66400000000,-75.40050000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,Y,Y,Y,Y,Y
58493,"O2energies, Inc.","Progress Solar 1, LLC",NC,Franklin,NC_Franklin,35.94810000000,-78.25080000000,OP,Solar Photovoltaic,4.00000000000,N,N,Y,Y,Y,Y,Y,Y
58506,Chuckawalla Solar LLC,Chuckawalla Solar,CA,Riverside,CA_Riverside,33.56830000000,-114.91810000000,OP,Solar Photovoltaic,4.00000000000,N,N,Y,Y,Y,Y,Y,Y
58513,Ironwood Solar LLC,Ironwood Solar LLC,CA,Riverside,CA_Riverside,33.56500000000,-114.91810000000,OP,Solar Photovoltaic,4.00000000000,N,N,Y,Y,Y,Y,Y,Y
58528,Garnet Solar Generation Station I LLC,Garnet Solar Generation Station I LLC,CA,Riverside,CA_Riverside,33.89060000000,-116.54310000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,Y,Y,Y,Y
58534,Westford Solar Park,Westford Solar Park,MA,Middlesex,MA_Middlesex,42.63640000000,-71.41940000000,OP,Solar Photovoltaic,4.00000000000,N,N,Y,Y,Y,Y,Y,Y
58665,"Celina Solar Project #1, LLC","Celina Solar Project #1, LLC",OH,Mercer,OH_Mercer,40.54060000000,-84.59060000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,Y,Y,Y,Y,Y
58703,"Lenape Solar II, LLC",Lenape II,IN,Marion,IN_Marion,39.77670000000,-86.04280000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,Y,Y,Y
58735,Buddy Solar LLC,Buddy Solar,NC,Rowan,NC_Rowan,35.54190000000,-80.36330000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,Y,Y,Y
58790,CD US Solar MT1 LLC,Cohalan,NY,Suffolk,NY_Suffolk,40.76250000000,-73.19440000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,Y,Y,Y,Y,Y
59017,Cypress Creek Renewables,Carol Jean Solar,NC,Stokes,NC_Stokes,36.31610000000,-80.14440000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
59052,"Sustainable Power Group, LLC",Fairmont-FLS 100,NC,Robeson,NC_Robeson,34.52000000000,-79.13000000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,Y,Y,Y,Y,Y
59078,CF CVEC Owner One LLC,Harwich Landfill,MA,Barnstable,MA_Barnstable,41.69610000000,-70.09190000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,Y,Y,Y,Y
59081,CF CVEC Owner One LLC,Barnstable Landfill,MA,Barnstable,MA_Barnstable,41.65970000000,-70.39560000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,Y,Y,Y,Y
59179,CD US Solar MT 2 LLC,Franklin 2,MA,Norfolk,MA_Norfolk,42.05420000000,-71.39170000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,Y,Y,Y,Y,Y
59495,GRE 314 East Lyme LLC,Antares-GRE 314 East Lyme LLC,CT,New London,CT_New London,41.41690000000,-72.23440000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,Y,Y,Y,Y
59506,Quincy Solar LLC,Quincy Solar,NC,Cumberland,NC_Cumberland,35.07170000000,-78.80780000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,Y,Y,Y
59509,Cypress Creek Renewables,Murdock Solar,NC,Johnston,NC_Johnston,35.66330000000,-78.52060000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
59511,Cypress Creek Renewables,Beetle Solar,NC,Cleveland,NC_Cleveland,35.17850000000,-81.66500000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
59512,Cypress Creek Renewables,Happy Solar,NC,Johnston,NC_Johnston,35.39650000000,-78.51080000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
59566,"Ashley Solar Farm, LLC",Ashley Solar Farm,NC,Yadkin,NC_Yadkin,36.12610000000,-80.79890000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,Y,Y,Y
59713,Enerparc Inc.,Holdrege Solar Center,NE,Lancaster,NE_Lancaster,40.82470000000,-96.82030000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
60076,"Syncarpha Bondsville, LLC",Palmer Landfill,MA,Hampden,MA_Hampden,42.21660000000,-72.31550000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
60191,"TWE New Bern Solar Project, LLC","TWE New Bern Solar Project, LLC",NC,Craven,NC_Craven,35.15430000000,-77.13430000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
60247,SR Clinch,Valley View Solar,CO,Weld,CO_Weld,40.41880000000,-104.89190000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,Y,Y,Y
60248,SR Clinch,Skylark,CO,Weld,CO_Weld,40.57790000000,-104.89480000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,Y,Y,Y
60252,Indiana Municipal Power Agency,IMPA Washington Solar Park,IN,Daviess,IN_Daviess,38.65350000000,-87.20920000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
60412,Ecos Energy LLC,Munro Valley Solar,CA,Inyo,CA_Inyo,36.26470000000,-117.99550000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
60521,"Enel Green Power NA, Inc.",Atwater Solar,MN,Kandiyohi,MN_Kandiyohi,45.14090000000,-94.76970000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
60531,"Enel Green Power NA, Inc.",Pine Island Solar,MN,Goodhue,MN_Goodhue,44.20660000000,-92.66360000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
60612,Soltage LLC,Morin Solar 2013 LLC,MA,Worcester,MA_Worcester,42.16700000000,-72.19290000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
60711,Chisago Community Solar,Chisago Community Solar,MN,Chisago,MN_Chisago,45.41340000000,-92.68300000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,Y,Y
60938,Aries Community Solar,Aries Community Solar,MN,Dodge,MN_Dodge,44.04490000000,-92.98860000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,N,Y
61007,"Redbrook Solar 1, LLC",Redbrook Community Solar 1,MA,Plymouth,MA_Plymouth,41.82910000000,-70.61480000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,N,Y
61545,Cypress Creek Renewables,"CGSun, LLC",MN,Washington,MN_Washington,44.84790000000,-92.87500000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,N,Y
61603,Consolidated Edison Development Inc.,UMASS,MA,Hampshire,MA_Hampshire,42.39130000000,-72.53250000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,N,Y
61606,AEP Onsite Partners,Vilas Solar Array,CO,Baca,CO_Baca,37.38400000000,-102.46600000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,N,Y
61618,"Western Farmers Elec Coop, Inc",Tuttle,OK,Grady,OK_Grady,35.26660000000,-97.84650000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,N,Y
61629,Nautilus Solar Solutions,West Brookfield Solar - Gilbertsville Rd,MA,Worcester,MA_Worcester,42.27250000000,-72.21030000000,OP,Solar Photovoltaic,4.00000000000,N,N,N,N,N,N,N,Y
58029,Constellation Solar Federal LLC,Constellation New Energy Inc,NJ,Burlington,NJ_Burlington,39.92890000000,-74.81810000000,OP,Solar Photovoltaic,3.90000000000,N,N,Y,Y,Y,Y,Y,Y
58169,California State University at Fullerton,CSUF Trigeneration,CA,Orange,CA_Orange,33.88060000000,-117.88660000000,OP,Solar Photovoltaic,3.90000000000,N,N,Y,Y,Y,Y,Y,Y
60452,"WGL Energy Systems, Inc",Calverton,NY,Suffolk,NY_Suffolk,40.92110000000,-72.74370000000,OP,Solar Photovoltaic,3.90000000000,N,N,N,N,N,Y,Y,Y
60632,Cypress Creek Renewables,Blue Lake Solar,MN,Scott,MN_Scott,44.79640000000,-93.42960000000,OP,Solar Photovoltaic,3.90000000000,N,N,N,N,N,N,Y,Y
60795,"WGL Energy Systems, Inc",Eichtens Solar,MN,Chisago,MN_Chisago,45.38270000000,-92.77250000000,OP,Solar Photovoltaic,3.90000000000,N,N,N,N,N,N,Y,Y
60835,"Pine Island Holdco, LLC",Pine Island Solar,MN,Olmsted,MN_Olmsted,44.22010000000,-92.65430000000,OP,Solar Photovoltaic,3.90000000000,N,N,N,N,N,N,N,Y
61097,"Marie's Way Solar I, LLC",Syncarpha Freetown,MA,Bristol,MA_Bristol,41.76890000000,-70.78650000000,OP,Solar Photovoltaic,3.90000000000,N,N,N,N,N,N,Y,Y
57458,Avidan Energy Solutions,145 Talmadge Solar,NJ,Middlesex,NJ_Middlesex,40.53580000000,-74.39130000000,OP,Solar Photovoltaic,3.80000000000,N,Y,Y,Y,Y,Y,Y,Y
59172,Marion Solar LLC,Belmont,IN,Marion,IN_Marion,39.72000000000,-86.19310000000,OP,Solar Photovoltaic,3.80000000000,N,N,N,N,N,Y,Y,Y
59954,"Duke Energy Florida, LLC",Osceola Solar Facility,FL,Osceola,FL_Osceola,28.05810000000,-81.24170000000,OP,Solar Photovoltaic,3.80000000000,N,N,N,N,N,N,Y,Y
60951,Interstate Power and Light Co,West Dubuque Solar,IA,Dubuque,IA_Dubuque,42.49180000000,-90.79220000000,OP,Solar Photovoltaic,3.80000000000,N,N,N,N,N,N,N,Y
61732,"Solten Randolph 4500, LLC",Randolph,MA,Norfolk,MA_Norfolk,42.17760000000,-71.07740000000,OP,Solar Photovoltaic,3.80000000000,N,N,N,N,N,N,N,Y
57745,"Constellation Solar New Jersey, LLC",The City of Vineland at West Vineland,NJ,Cumberland,NJ_Cumberland,39.46240000000,-75.07000000000,OP,Solar Photovoltaic,3.70000000000,N,Y,Y,Y,Y,Y,Y,Y
58304,Tulare PV II LLC,Kingsburg Solar,CA,Tulare,CA_Tulare,36.50530000000,-119.54030000000,OP,Solar Photovoltaic,3.70000000000,N,N,N,Y,Y,Y,Y,Y
60085,Tesla Inc.,AVS Lancaster 1,CA,Los Angeles,CA_Los Angeles,34.74890000000,-117.97360000000,OP,Solar Photovoltaic,3.70000000000,N,N,N,N,N,N,Y,Y
60437,NJR Clean Energy Ventures Corporation,Bernards Solar,NJ,Somerset,NJ_Somerset,40.70270000000,-74.58160000000,OP,Solar Photovoltaic,3.70000000000,N,N,N,N,N,N,Y,Y
61727,Onyx Asset Services Group,Onyx - Brockton - Thatcher Landfill Solar,MA,Plymouth,MA_Plymouth,42.06640000000,-70.98340000000,OP,Solar Photovoltaic,3.70000000000,N,N,N,N,N,N,N,Y
59542,Cypress Creek Renewables,Innovative Solar 6,NC,Buncombe,NC_Buncombe,35.65750000000,-82.71030000000,OP,Solar Photovoltaic,3.60000000000,N,N,N,N,N,N,Y,Y
57225,Southern California Edison Co,Solar Photovoltaic Project #11,CA,San Bernardino,CA_San Bernardino,34.07580000000,-117.24140000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,N,Y,Y,Y
57227,Southern California Edison Co,Solar Photovoltaic Project #13,CA,San Bernardino,CA_San Bernardino,34.08350000000,-117.23560000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,N,Y,Y,Y
57229,Southern California Edison Co,Solar Photovoltaic Project #15,CA,San Bernardino,CA_San Bernardino,34.07920000000,-117.51670000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,Y,Y,Y,Y,Y
57231,Southern California Edison Co,Solar Photovoltaic Project #17,CA,San Bernardino,CA_San Bernardino,34.07280000000,-117.50330000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,N,Y,Y,Y
57247,Southern California Edison Co,Solar Photovoltaic Project #28,CA,San Bernardino,CA_San Bernardino,34.09420000000,-117.27420000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,N,Y,Y,Y
57661,NJR Clean Energy Ventures Corporation,Manalapan Village Solar,NJ,Monmouth,NJ_Monmouth,40.25670000000,-74.34970000000,OP,Solar Photovoltaic,3.50000000000,N,Y,Y,Y,Y,Y,Y,Y
57728,Public Service Elec & Gas Co,Mill Creek Solar,NJ,Burlington,NJ_Burlington,40.03140000000,-74.82470000000,OP,Solar Photovoltaic,3.50000000000,N,Y,Y,Y,Y,Y,Y,Y
57970,Butte-Glenn Community College District,Butte College Main Campus Solar,CA,Butte,CA_Butte,39.64810000000,-121.64420000000,OP,Solar Photovoltaic,3.50000000000,N,Y,Y,Y,Y,Y,Y,Y
58082,"American Mun Power-Ohio, Inc",AMP Napoleon Solar Facility,OH,Henry,OH_Henry,41.40670000000,-84.11080000000,OP,Solar Photovoltaic,3.50000000000,N,N,Y,Y,Y,Y,Y,Y
58097,"Green States Energy, Inc.",Green Meadows,MA,Barnstable,MA_Barnstable,41.66940000000,-70.53190000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,Y,Y,Y,Y
58249,Los Angeles Department of Water & Power,VA Sepulveda Ambulatory Care Center,CA,Los Angeles,CA_Los Angeles,34.24890000000,-118.48330000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,Y,Y,Y,Y
58306,Tulare PV I LLC,Exeter Solar,CA,Tulare,CA_Tulare,36.26750000000,-119.12860000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,Y,Y,Y,Y
58307,Tulare PV I LLC,Ivanhoe Solar,CA,Tulare,CA_Tulare,36.38750000000,-119.25500000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,Y,Y,Y,Y
58309,Tulare PV I LLC,Porterville Solar,CA,Tulare,CA_Tulare,36.10280000000,-119.03970000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,Y,Y,Y,Y
58362,Consolidated Edison Solutions Inc,Quittacas Pond Solar,MA,Plymouth,MA_Plymouth,41.78190000000,-70.91330000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,Y,Y,Y,Y,Y
58492,"O2energies, Inc.","Ararat Rock Solar, LLC",NC,Surry,NC_Surry,36.46110000000,-80.60060000000,OP,Solar Photovoltaic,3.50000000000,N,N,Y,Y,Y,Y,Y,Y
58494,"O2energies, Inc.","Progress Solar II, LLC",NC,Robeson,NC_Robeson,34.47610000000,-79.09750000000,OP,Solar Photovoltaic,3.50000000000,N,N,Y,Y,Y,Y,Y,Y
58495,"O2energies, Inc.","Progress Solar III, LLC",NC,Robeson,NC_Robeson,34.71420000000,-79.35390000000,OP,Solar Photovoltaic,3.50000000000,N,N,Y,Y,Y,Y,Y,Y
58668,"O2energies, Inc.",Rockwell Solar LLC,NC,Rowan,NC_Rowan,35.54170000000,-80.47470000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,Y,Y,Y,Y
59038,"Sustainable Power Group, LLC",Battleground,NC,Cleveland,NC_Cleveland,35.22000000000,-81.33000000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,Y,Y,Y,Y,Y
59519,"Ecoplexus, Inc",Old Catawba PV 1,NC,Catawba,NC_Catawba,35.71170000000,-81.13420000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,N,Y,Y,Y
59606,Soul City Solar,Soul City Solar,NC,Warren,NC_Warren,36.25000000000,-78.25000000000,OP,Solar Photovoltaic,3.50000000000,N,N,N,N,N,Y,Y,Y
